card_id,chinese,pinyin,english
x1aHM8MkGXlQpsRWN26qsW,"jǐn guǎn wǒ ér zi zài yī dùn gōng xué zhòng de guò míng cì， dàn dāng rán huán de qǔ jué yú tā de rù xué kǎo shì chéng jī。 ;; My son has a place at Eton, although of course it still hinges on the result of his entrance examination.",,尽管我儿子在伊顿公学中得过名次，但当然还得取决于他的入学考试成绩。
4ZWVDKmDvk0kYyahLrR5gf,"bàn shén bàn rén de nu:3 shén shén yù rén de nu:3 xìng zǐ sūn， tā yōng yǒu yī bù fen dàn bìng bù shì quán bù shén de lì liang ;; A female being, often the offspring of a god and a mortal, who has some but not all of the powers of a goddess.",,半神半人的女神神与人的女性子孙，她拥有一部分但并不是全部神的力量
Sq4fG274gljDnS0NT5txvd,tā zài yù yě bù kuài gān shè nǐ le， nǐ yǒu le dú lì zì zhǔ quán， nǐ yǐ jīng yǒu le nǐ zì jǐ chū rù dà mén de yào shi。 ;; She won't interfere with you any more; your independence is achieved and you have won your latchkey.,,她再与也不会干涉你了，你有了独立自主权，你已经有了你自己出入大门的钥匙。
BnY3EAmHNgoNNxXIAMpUmT,"méi， méi jūn tōng cháng zài zhí wù huò duō zhǒng yǒu jī wù biǎo miàn xíng chéng bái sè shēng zhǎng wù de jūn lèi zhòng dì yī zhòng ;; Any of various fungi that form a superficial, usually whitish growth on plants and various organic materials.",,霉，霉菌通常在植物或多种有机物表面形成白色生长物的菌类中的一种
NOtPyp00NUdIm4Alg7PFiQ,fù mǔ men dān xīn tā men hái zi men de xīn líng quán bèi tā men zài diàn shì lǐ jīng cháng xiàn dào de bào lì xíng wéi suǒ dú hài。 ;; Parents are afraid that their child's will be polluted with the violence that they see on television.,,父母们担心他们孩子们的心灵全被他们在电视里经常见到的暴力行为所毒害。
ZArU2FFMwpXnfNfamAgGXo,"cǐ shí， tā men liǎng rén， nán rén huò tā de qī zi dōu chì shēn lù tǐ， dàn tā men bǐ cǐ xiāng duì， bìng bù nàn wèi qíng。 ;; Now they were both naked, the man and his wife, but they had no feeling of shame towards one another.",,此时，他们两人，男人和他的妻子都赤身露体，但他们彼此相对，并不难为情。
tlCWe3LFWwXuDBl5m8jDQU,jí shǐ yāo qiú hěn gāo de shì chǎng duì bù tóng zhǒng lèi de shāng pǐn， yě xū yào yǒu gè zhǒng dàng cì de huò shǎi huò jià gé。 ;; Even highly demanding markets require a wide range of quality and price levels for any group of products.,,即使要求很高的市场对不同种类的商品，也需要有各种档次的货色和价格。
s52iwo4W4Gw3LPLZzaNMNY,"jiǎ shǐ yǔ yán shì wèi le yǐn cáng sī xiǎng ér bèi fā míng de， nà me bào zhǐ jiù shì duì zhè bù liáng fā míng de yī dà gǎi jìn。 ;; If word were invented to conceal think, newspaper should be a great improvement on a bad invention.",,假使语言是为了隐藏思想而被发明的，那么报纸就是对这不良发明的一大改进。
v52qjh6t1EbTqSGNydknWE,"wǒ men jīng guò hǎo duō xiǎo shí de biàn lùn yǐ hòu， tán pàn yǒu le zhuǎn zhé， méi yòng duō jiǔ pián dá chéng le xié yì。 ;; After all those hours of arguing, the talks began to head out and it was not long before we were able to reach an agreement.",,我们经过好多小时的辩论以后，谈判有了转折，没用多久便达成了协议。
K5DaVas6z5avDqNQVqMjJe,"tā jiàn lì le chǎn pǐn kòng zhì biāo zhǔn shù jù， bìng wèi cái kuài bù jiàn lì le yī tào biāo zhǔn chéng běn fēn xī xì tǒng。 ;; He displayed admirably in establishing standard data, and a standard cost analysis system for our accounting department.",,他建立了产品控制标准数据，并为财会部建立了一套标准成本分析系统。
Ga6VZeAkeZcRwoWhxdSPmr,diàn bǎn yìn shuà guò chéng zhòng dì yī gè zhǔn bèi bù zhòu， jí tōng guò tiáo lǐ hé píng zhěng bǎn miàn yǐ què bǎo yìn shuà qīng xī ;; The operation of preparing a form for printing by adjusting and leveling the plates to ensure a clear impression.,,垫版印刷过程中的一个准备步骤，即通过调理和平整版面以确保印刷清晰
IJdO2Yx32Gqe5QkRsxjHMw,"yīn guǐ yī dú lì de guǐ dào， rú yán zhe yī duàn jiāo piàn huò cí dài de， kě jiàng shēng yīn huò qí tā xìn xī jì lù zài shàng mian ;; A distinct path, as along a length of film or magnetic tape, on which sound or other information is recorded.",,音轨一独立的轨道，如沿着一段胶片或磁带的，可将声音或其它信息记录在上面
z6R0fYkp6YgdJME0xuMxD7,bàn shì chù de qì fēn yǐ jǐn zhāng yī duàn shí rì， ér zuì jìn jiě gù yuán gōng yī shì shǐ shì tài de fā zhǎn dá dào le dǐng diǎn。 ;; The atmosphere in the office has been tense for some time but this latest dismissal brings matter to a head.,,办事处的气氛已紧张一段时日，而最近解雇员工一事使事态的发展达到了顶点。
2oBrdIAeuaQDcrErZDZ51N,Shèng dàn jié shì péng you jiā rén hù xiāng zài jiàn， yǐ jí jì Shèng dàn kǎ jǐ zhù zài yuǎn fāng de rén de yī duàn shí jiān。 ;; Christmas is a time for friends and family members to see each other again and to send Christmas cards to those who live far away.,,圣诞节是朋友家人互相再见，以及寄圣诞卡给住在远方的人的一段时间。
eTawVagd47756CJ65jJ7C6,wǒ xiāng xìn nà chéng qún nu:3 rén men de fú zhuāng yán sè yī dìng shì yī zhòng huá lì de qí guān， wǒ kuài bǎi kàn bù yàn de。 ;; I am certain that the colors of women's dresses moving in a throng must be a gorgeous spectacle of which I should never tire.,,我相信那成群女人们的服装颜色一定是一种华丽的奇观，我会百看不厌的。
wcgKY8hkCEmpsAtNHJ8BCq,"děng zhí yòng bù tóng zhòng huò bì yǐ yī gè gù dìng de guān fāng jiāo huàn huì lu:4 biǎo shì de yī dìng huò bì de děng liàng jià zhí ;; The equivalent in value of a sum of money expressed in terms of a different currency at a fixed, official rate of exchange.",,等值用不同种货币以一个固定的官方交换汇率表示的一定货币的等量价值
olLJsOHQVNUrp4GzmUFhfJ,"Běi jí xīng dì èr xīng de guāng dù zhòng dì yī kē xīng， wèi yú xiǎo xióng xīng zuò bǎ bǐng de mò duān， jī hū wèi yú běi tiān jí ;; A star of the second magnitude, at the end of the handle of the Little Dipper and almost at the north celestial pole.",,北极星第二星的光度中的一颗星，位于小熊星座把柄的末端，几乎位于北天极
XNTvmasPNqFJr7x0oLed3L,"wǒ yī zhěng tiān wéi zháo huǒ rè de lú zi xīn xīn kǔ kǔ de zuò chū zhè dùn fàn， kě shì tā men xiàn zài jī hū yī diǎnr yě méi yǒu jí。 ;; I slaved away all day over a hot stove to produce this meal, and now they've hardly eaten any of it.",,我一整天围着火热的炉子辛辛苦苦地做出这顿饭，可是他们现在几乎一点儿也没有吃。
oR5E202uuGMa2FBrEGMkdi,wǒ bù guǎn nǐ gè rén shì zěn me xiǎng de， dàn yù gōng sī gù kè tán shēng yi shí， nǐ bì xū zūn xún wǒ men de jì dìng fāng zhēn。 ;; I don't care what your personal views are; when talking to this company's clients you must follow the party line.,,我不管你个人是怎么想的，但与公司顾客谈生意时，你必须遵循我们的既定方针。
LiDbhQxft3jtyDkslv0lOC,"duī féi fǔ làn yǒu jī tǐ de hùn hé wù， rú shù yè huò fèn biàn， yòng lái gǎi shàn tǔ rǎng jié gòu bìng zēng jiā tǔ rǎng yǎng fèn ;; A mixture of decaying organic matter, as from leaves and manure, used to improve soil structure and provide nutrients.",,堆肥腐烂有机体的混合物，如树叶或粪便，用来改善土壤结构并增加土壤养分
IW8Ya0o5Tqi71AmJlIfxuj,suǒ yǒu quán gòu chéng kòng zhì huò chǔ zhì cái chǎn huò suǒ yǒu quán de hé fǎ quán lì de suǒ yǒu yào sù tóng shí fú hé de tiáo jiàn ;; The coincidence of all the elements that constitute the fullest legal right to control and dispose of property or a claim.,,所有权构成控制或处置财产或所有权的合法权力的所有要素同时符合的条件
vNl5oql3C7ocS33xeIWS0X,wèi bǎo zhèng shè bèi de zhèng cháng yùn zhuǎn， měi gè pǐn mù dōu yìng bāo kuò yī tào biāo zhǔn dìng é de fù jiàn huò zhuān yòng gōng jù。 ;; Every item shall include a standard complement of accessories and special tools to ensure the normal operation.,,为保证设备的正常运转，每个品目都应包括一套标准定额的附件和专用工具。
FAIJCiJf8w08AjkCllDx1z,dàng shùn xù xiě cāo zuò chāo chū wén jiàn yuán cháng dù shí， zài wén jiàn mò duān lìng fēn pèi jǐ gāi wén jiàn de kōng jiān liàng。 ;; The amount of space to be allocated at the end of a file each time a sequential write exceeds the allocated length of the file.,,当顺序写操作超出文件原长度时，在文件末端另分配给该文件的空间量。
b0kUOfY4J0PD2rJqze3KRm,pāo wù xiàn dào yī gù dìng zhí xiàn huò bù zài zhí xiàn shàng mǒu yī gù dìng diǎn děng jù de diǎn de guǐ jì suǒ xíng chéng de píng miàn qū xiàn ;; A plane curve formed by the locus of points equidistant from a fixed line and a fixed point not on the line.,,抛物线到一固定直线和不在直线上某一固定点等距的点的轨迹所形成的平面曲线
NDFvXZRGVudgUdn7NxCqDE,pāo wù xiàn dào yī gù dìng zhí xiàn huò bù zài zhí xiàn shàng mǒu yī gù dìng diǎn děng jù de diǎn de guǐ jì suǒ xíng chéng de píng miàn qū xiàn ;; A plane curve formed by the locus of points equidistant from a fixed line and a fixed point not on the line.,,抛物线到一固定直线和不在直线上某一固定点等距的点的轨迹所形成的平面曲线
WNk8tS05gQtuRjL5lOpMam,"chéng dòng shēn tǐ zǔ zhī huò qì guān nèi kōng dòng de xíng chéng， yóu zhǐ nà zhòng yīn fèi jié hé ér zài fèi zhòng xíng chéng de kōng dòng ;; The formation of cavities in a body tissue or an organ, especially those formed in the lung as a result of tuberculosis.",,成洞身体组织或器官内空洞的形成，尤指那种因肺结核而在肺中形成的空洞
r4piUd50T13BkaX0jCAWF6,"wǒ xiǎng bǎ de fáng zi kuò jiàn yī xià， dàn wǒ de dǐ yá yǐ jīng quán bù yòng wán， yīn cǐ wǒ bù dé bù gē shuò nián zài shuō le。 ;; I would like to build an extension to my house, but I'm up to the hilt on my mortgage so I'll have to leave it a few years.",,我想把的房子扩建一下，但我的抵押已经全部用完，因此我不得不搁数年再说了。
Rwj48g2uyFeklrKFihvBOs,jūn shì fǎ tíng yóu zhǐ huī guān zhǐ dìng de guān yuán zǔ chéng de jūn shì huò hǎi jūn fǎ tíng yǐ duì wéi fǎn jūn shì fǎ de rén jìn xíng shěn pàn ;; A military or naval court of officers appointed by a commander to try persons for offenses under military law.,,军事法庭由指挥官指定的官员组成的军事或海军法庭以对违反军事法的人进行审判
YuwUWxHT1JxB054LbaMhv4,"tā zài qù táng guǒ diàn de lù shang， bǎ qián diào dào dì shang le， yìng bì yán zhe rén xìng dào gǔn dòng， diào jìn yīn gōu lǐ qù le。 ;; On him way to the sweet shop, he dropped his sixpence and it rolled along the pavement and then disappeared down a drain.",,他在去糖果店的路上，把钱掉到地上了，硬币沿着人行道滚动，掉进阴沟里去了。
zn7ULLqPNLOuSNDywbmMJS,nà jiā gōng sī de jīn nián nián dù yù suàn chū xiàn kuī sǔn。 yīn wèi gōng sī shí cháng chū xiàn chì zì， bù jiǔ jiāng huì guān bì。 ;; The annual budget of that company continues to show a deficit this year. It will go out of business because it is always in the red.,,那家公司的今年年度预算出现亏损。因为公司时常出现赤字，不久将会关闭。
8UmWUow2BD746Pm1Vw4Y4S,"jiǎ rú shī yǔ bì jiē shòu gèng shòu dào zhù fú de huà， wǒ men dà duō shù dōu qíng yuàn ràng qí tā de rén dé dào gèng dà de zhù fú。 ;; If it is more blessed to give than to receive, then most of us are content to let the other fellow have the greater blessing.",,假如施予比接受更受到祝福的话，我们大多数都情愿让其他的人得到更大的祝福。
yj4tak0E2j02LQnaDwuj0s,"dìng shí qì yī zhòng jì shí qì， yóu zhǐ kòng zhì shí jiān jiàn gé bìng zhǐ shì jiàn gé jié shù de nà zhòng jì shí qì， rú lú zi shàng de jì shí qì ;; A timepiece, especially one used for measuring and signaling the end of time intervals, as on a stove.",,定时器一种计时器，尤指控制时间间隔并指示间隔结束的那种计时器，如炉子上的计时器
7QcvVvY60ezmIYw2QnJGGK,gǎn xiè nǐ men shǐ wǒ de fǎng wèn rú cǐ yǒu jià zhí。 wǒ jiàng zhēn xī wǒ men zhī jiān de yǒu yì jí nǐ men gěi yǔ wǒ de shèng qíng kuǎn dài。 ;; Thank you for making my visit so worthwhile. I shall treasure your friendship and kind hospitality you have given me.,,感谢你们使我的访问如此有价值。我将珍惜我们之间的友谊及你们给予我的盛情款待。
t0Wo0HxBynni1bn4HGaDXN,biǎo chǔ lǐ yǔ yán yòng yú chǔ lǐ bāo hán yǒu biǎo gé de shù jù de biān chéng yǔ yán， bèi guǎng fàn de yùn yòng yú rén gōng zhì néng yán jiū ;; A programming language designed to process data consisting of lists. It is widely used in artificial intelligence research.,,表处理语言用于处理包含有表格的数据的编程语言，被广泛地运用于人工智能研究
watTMuMtRZYAbSsEIvsFWT,yào liàng yǐ bèi jiǎn dī dào mǒu yī shuǐ píng， jì zú yǐ duì fu shòu gǎn rǎn de xì bāo， yòu bù huì gān rǎo zhèng cháng de xīn chén dài xiè。 ;; The dosage was geared down to a level which would work on the infected cells but not upset their normal metabolism.,,药量已被减低到某一水平，既足以对付受感染的细胞，又不会干扰正常的新陈代谢。
ufkpW7ZJbdjd0an6FtCOms,"wǒ yǐ jīng zhù yì dào yǒu xiē gù yuán shàng bān chí dào yī gè xiǎo shí.  wǒ bù diǎn chū míng zì lái,  dàn shì yào shì nǐ jué de wǒ shuō de shì nǐ.... ;; I have noticed some employees coming to work an hour late. I shall name no names, but if the cap fits....",,"我已经注意到有些雇员上班迟到一个小时. 我不点出名字来, 但是要是你觉得我说的是你...."
Au8SkAJdraIwvJY4exLMeb,jué zhù fàng zài shū huò shǒu gǎo de yè dǐ de zhù shì， duì Wén zhōng de biāo míng de yī bù fen jiā yǐ píng lùn huò yǐn chū cān kǎo shū mù ;; A note placed at the bottom of a page of a book or manuscript that comments on or cites a reference for a designated part of the text.,,脚注放在书或手稿的页底的注释，对文中的标明的一部分加以评论或引出参考书目
PzCIXvDSqoTxISGwyAqBMe,jǐn guǎn zài jǐng xià bù shū fu， dàn quán tǐ kuàng gōng jué xīn zài jǐng xià bà gōng， zhí dào tā men zēng jiā gōng zī de yāo qiú dé dào mǎn zú wéi zhǐ。 ;; All the miners are determined to stay down until their pay demands are met. In spite of the discomfort.,,尽管在井下不舒服，但全体矿工决心在井下罢工，直到他们增加工资的要求得到满足为止。
PHaaalBkfGLOrlLWTs3Box,gé léi zài yī xiǎo kuài dì xià kāi shǐ zhòng huā， rú jīn tā de shēng yi què shí shí fēn hóng huǒ， yīng gé lán gè dì dōu yǒu tā de huā diàn。 ;; Gray started growing flowers on a small piece of land. Now he has really made it big and owns flower shops all over England.,,格雷在一小块地下开始种花，如今他的生意确实十分红火，英格兰各地都有他的花店。
LN0Rr7guVPv0vZL5YW6fv7,jué tà xuán zhuǎn píng tái yī zhòng yóu yī yuán xíng xiǎo píng tái zǔ chéng de yóu lè chǎng shè bèi， dàng tuī dòng tā huò cǎi qí tà bǎn shí néng gòu zhuǎn dòng ;; A piece of playground equipment consisting of a small circular platform that revolves when pushed or pedaled.,,脚踏旋转平台一种由一圆形小平台组成的游乐场设备，当推动它或踩其踏板时能够转动
UZ6rhFtIrOgvpVgRDExnNN,"kǎo kè sī xiōng dì gù le yī gè jìn zhí de guǐ hún tì tā men gàn le dà bù fen shì qing， zhè jiàn shì zhōng yú biàn chéng le gōng rèn de shì shí。 ;; In time, it became an accepted fact that the Cox brothers employed a conscientious ghost that did most of their work for them.",,考克斯兄弟雇了一个尽职的鬼魂替他们干了大部分事情，这件事终于变成了公认的事实。
ax3olNATOF7bpMopR1CMSW,"zhè wèi nu:3 mì shū yī xīn máng yú gōu yǐn xīn lái de jīng lǐ， jiǎn zhí wèi jué chá dào bàn gōng shì lǐ rén rén dōu zài àn zhōng xiào tā。 ;; The secretary was so busy getting her hooks into the new manager, that she hardly noticed that everyone in the office was laughing at her.",,这位女秘书一心忙于勾引新来的经理，简直未觉察到办公室里人人都在暗中笑她。
vNsFMx4xsgAEJbRayRhzfo,duì yú guì fāng de fā piào jīn é， guì fāng kě kāi chū yǐ wǒ fāng wèi fù kuǎn rén， zì fā piào chū jù zhī rì qǐ sān gè yuè hòu fù kuǎn de huì piào。 ;; For the amount of your invoice you may cover yourself by drawing upon me at three months from the date of the invoice.,,对于贵方的发票金额，贵方可开出以我方为付款人，自发票出具之日起三个月后付款的汇票。
Me4QKGGckmgdXkaaf4gaqc,"shēng wù dòng lì xué yǒu jī wù zāi péi huò zuò wù péi yǎng de yī zhòng fāng fǎ， xū yào kǎo lu:4 rú xíng xīng zuò yòng huò jì jié lún huàn děng yīn sù ;; A method of organic gardening and crop cultivation in which certain factors, such as planetary and seasonal cycles, are considered.",,生物动力学有机物栽培和作物培养的一种方法，需要考虑如行星作用和季节轮换等因素
livQvIaEwFnF0a7WA66dta,"diàn yùn zài diàn yùn fàng diàn zhòng zài gāo yā diàn jí chū xiàn de yī zhòng wēi ruò guāng huī， cháng bàn suí yǒu cháo xiàng dī yà diàn jí de diàn liú ;; A faint glow enveloping the high-field electrode in a corona discharge, often accompanied by streamers directed toward the low-field electrode.",,电晕在电晕放电中在高压电极出现的一种微弱光辉，常伴随有朝向低压电极的电流
QtFwv0v0QGxJ8qYsuNi3Ei,"zhì liàng mì jí yuè qiú shàng de yīn àn bù， qí nèi bù yán shí bì zhōu wéi dì qū de yán shí de mì dù dà， yīn cǐ chǎn shēng lu:è dà xiē de yǐn lì ;; A mare on the moon having rock of greater density than that of the surrounding area, thus exerting a slightly higher gravitational force.",,质量密集月球上的阴暗部，其内部岩石比周围地区的岩石的密度大，因此产生略大些的引力
yXL2wEVmz2qn1fGo8yt48a,"duì jì suàn jī chéng xù zhòng dì zhǐ lìng xù liè de jiǎn cè huò jì lù， lì rú zài jiān kòng chéng xù huò tiáo shì chéng xù zhòng shǐ yòng de qíng kuàng。 ;; The detection and recording of the sequencing of instructions in computer programs, for example, as used in monitors and debugging routines.",,对计算机程序中的指令序列的检测和记录，例如在监控程序和调试程序中使用的情况。
ufTckXPMc2o0JWYMFkaptD,wǒ céng jīng jǐng gào guò tā bù yào diào huàn gōng zuò， kě rú jīn tā bèi pò zài yī jiā kuī sǔn gōng sī gōng zuò。 tā zhè shì zì zuò zì shòu。 ;; I warned him not to change his job but now he is forced to work for a company that is losing money. He has made his own bed and now he must lie in it.,,我曾经警告过他不要调换工作，可如今他被迫在一家亏损公司工作。他这是自作自受。
NXEDU7qaHLNACIZDlpnSb2,xiǎng dào wǒ men bǎ suǒ yǒu de qián dōu huā zài ér zi de jiào yù shàng， ér tā què suǒ xiǎng qù yī jiā chén mèn de gōng chǎng gōng zuò， wǒ gǎn dào hěn shāng xīn。 ;; It breads my heart to think of all the money we spent on our son's education and all he wants to do is work in a dreary factory.,,想到我们把所有的钱都花在儿子的教育上，而他却所想去一家沉闷的工厂工作，我感到很伤心。
EJi7cSWDjpDjkcJ6y3a33g,"biān zuò， lóu zuò jù yuàn huò dà lǐ táng zhòng wèi le zēng jiā zuò xí， ér zòng hòu mian huò zhāi qiáng tū chū de jù yǒu qīng xié dì bǎn de shàng mian bù fen ;; An upper section, often with a sloping floor, projecting from the rear or side walls of a theater or an auditorium to provide additional seating.",,边座，楼座剧院或大礼堂中为了增加座席，而从后面或侧墙突出的具有倾斜地板的上面部分
DbaXi4x0MLPA7wuNuQr4ed,dǎng yǔ de zhèng zhì yīn móu jīng cháng shì liáng hǎo zhèng fǔ de fáng ài。 gōng wù shàng de zhèng zhì zhēng dòu jīng cháng shì dài xuē ruò xìng zhì huò zhāo zhì fǎn xiào guǒ de ;; Partisan politics is often an obstruction to good government. Office politics are often debilitating and counterproductive.,,党羽的政治阴谋经常是良好政府的妨碍。公务上的政治争斗经常是带削弱性质和招致反效果的
ti4YVKPIS2QlIflf0edGdF,wǒ tīng shuō yǒu rén néng huí yì qǐ tóng nián shèn zhì yīng ér shí qī de yī xiē wǎng shì， dàn shì wǒ de guò qu yī yī xī xī， wǒ què shí jì bù qīng le。 ;; I hear of people recalling incidents from their early childhood—and even their infancy—but my dim and distant past is very dim indeed to me.,,我听说有人能回忆起童年甚至婴儿时期的一些往事，但是我的过去依依稀稀，我确实记不清了。
pbcnXaWQhzU7OC8hGZ1rSt,"jì rán gù zhǔ men tóng gōng huì lǐng xiù wú fǎ zài zhí jiē tán pàn zhòng dá chéng xié yì， jiù zhǐ dìng le yī wèi dāng dì de míng lu:4 shī jìn xíng tiáo jiě。 ;; A well-known local lawyer has been appointed to mediate between the employers and the union leaders, since they can't reach an agreement in direct talks.",,既然雇主们同工会领袖无法在直接谈判中达成协议，就指定了一位当地的名律师进行调解。
5G4a0jVhqFezIc0tslnAVK,wǒ men de fáng zi zhǐ zhù wǒ men liǎng rén shí zài tài dà le， suǒ yǐ wǒ men lì yòng zhōu mò chōu kòng wài chū kàn kan shì fǒu yǒu hé shì de tào fáng， xiǎng mǎi yī tào。 ;; Our house is too large for just the two of us and so we spent part of the weekend seeing over some flats with a view to buying one.,,我们的房子只住我们两人实在太大了，所以我们利用周末抽空外出看看是否有合适的套房，想买一套。
DFCRbT1LfjmciAzZDmDaPR,"jīng guò zhǎng shí jiān diào chá hòu， chè xiāo le duì jīng lǐ shī zhí zuì de zhǐ kòng， bìng miǎn chú le tā duì dǎo zhì gōng chǎng shāo huǐ de shī huǒ shì gù de zé rèn。 ;; After a long inquiry, the Manager was exonerated from the charge of neglect and from any responsibility for the fire that destroyed the factory.",,经过长时间调查后，撤消了对经理失职罪的指控，并免除了他对导致工厂烧毁的失火事故的责任。
KQ5obOS7VP2CXjt7ygWnsm,"tā guò qu háo bú liú qíng de qī wǔ tā de mì shū， dàn shì rú bèi bī tài shèn， zuì wēn shùn zhě yě kuài fǎn kàng de， jié guǒ yǒu yī tiān tā bù cí ér biè le。 ;; He used to bully his secretary without mercy, but even a worm will turn and one day she walked out and left her job without even saying goodbye.",,他过去毫不留情地欺侮他的秘书，但是如被逼太甚，最温顺者也会反抗的，结果有一天她不辞而别了。
uk7Rec5QnOLWOmyhVk0yny,"jiǔ jīng zhòng dú yóu guò liàng jí xí guàn xìng yǐn jiǔ ér zào chéng de yī zhòng màn xìng jiàn jìn de bìng lǐ zhuàng kuàng， zhǔ yào yǐng xiǎng shén jīng jí xiāo huà xì tǒng ;; A chronic, progressive pathological condition, mainly affecting the nervous and digestive systems, caused by the excessive and habitual consumption of alcohol.",,酒精中毒由过量及习惯性饮酒而造成的一种慢性渐进的病理状况，主要影响神经及消化系统
uZUB3O7BLufpVnESav3PrL,"jīn tiān dà dì zài tài yáng guāng lǐ xiàng wǒ yíng yíng hng míng， xiàng yī gè zhī zhuó bù de fù rén， yòng yī zhòng yǐ jīng bèi wàng què de yǔ yán， hng zhuó yī xiē gǔ dài de gē qǔ。 ;; The earth hums to me today in the sun, like a woman at her spinning, some ballad of the ancient time in a forgotten tongue.",,今天大地在太阳光里向我营营哼鸣，象一个织着布的妇人，用一种已经被忘却的语言，哼着一些古代的歌曲。
uB5DAPOSO1QVMNvEggPzG0,"wǒ de yǐn dǎo zhě hē， lǐng dǎo zhuó wǒ zài guāng míng shì qù zhī qián， jìn dào chén jìng de shān gǔ lǐ qù ba。 zài nà li， yī shēng de shōu huò jiāng huì chéng shú wèi huáng jīn de zhì huì。 ;; Lead me, my Guide, before the light fades, into the valley of quiet where life's harvest mellows into golden wisdom.",,我的引导者呵，领导着我在光明逝去之前，进到沉静的山谷里去吧。在那里，一生的收获将会成熟为黄金的智慧。
40PzxdNjHClf7dtw8jgu2C,"mó tài luó ji mìng tí de xiàn zhì tiáo jiàn， jiàn lì zài qí nèi róng de kěn dìng huò fǒu dìng qí kě néng xìng， bù kě néng xìng， ǒu rán xìng huò bì rán xìng jī chǔ zhī shàng ;; The classification of propositions on the basis of whether they assert or deny the possibility, impossibility, contingency, or necessity of their content.",,模态逻辑命题的限制条件，建立在其内容的肯定或否定其可能性，不可能性，偶然性或必然性基础之上
xP0mlp8cRXfs3o4SGsFbZ2,zài yī chū jí wéi chéng gōng de yǎn chū zhòng， yī wèi著 míng yǎn yuán yǒu yī cì bèi xuǎn pài bàn yǎn yī míng guì zú。 zhè wèi guì zú bèi guān yā zài bā shì dǐ yù yǐ20 nián le。 ;; A famous actor in a highly successful play was once cast in the role of an aristocrat who had been imprisoned in the Bastille for twenty years.,,在一出极为成功的演出中，一位著名演员有一次被选派扮演一名贵族。这位贵族被关押在巴士底狱已20年了。
K6paJykqw70uiRtjkftMVh,"shén pàn fǎ ràng bèi kòng sù de rén jiē shòu tòng kǔ huò wēi xiǎn de kǎo yàn de yī zhòng shěn pàn fāng fǎ， jié guǒ bèi shì wéi shén duì qí shì fǒu yǒu zuì huò qīng bái de shěn dìng ;; A method of trial in which the accused was subjected to physically painful or dangerous tests, the result being regarded as a divine judgment of guilt or innocence.",,神判法让被控诉的人接受痛苦或危险的考验的一种审判方法，结果被视为神对其是否有罪或清白的审定
FJnOLuSYtDRukw4ogfuNmG,zài wēi bō xì tǒng zhòng， lái zì gè chù de fēn sàn de shū rù bì xū bèi huì jí zài yī qǐ， yǐ xíng chéng yī gè zōng hé de shū rù， rán hòu yóu wú xiàn diàn fā sòng huò jiē shōu。 ;; In microwave system the separate input from various sources must be brought together to give a composite input which is then transmitted and received by radio.,,在微波系统中，来自各处的分散的输入必须被汇集在一起，以形成一个综合的输入，然后由无线电发送和接收。
B3OjsiiWw18lt3d3nshUR1,chāo shēng bō xīn dòng miáo jì qì yī zhòng yòng lái xiǎn shì xiáng xì de dà nǎo tú xiàng de yí qì， lì yòng chāo shēng bō fā sòng huò fǎn shè de chā yì lái cè shì bìng wú shāng wú tòng ;; An instrument that in a painless and noninvasive manner uses the differential transmission and reflection of ultrasonic waves to create a detailed visual image of the brain.,,超声波心动描记器一种用来显示详细的大脑图象的仪器，利用超声波发送和反射的差异来测试并无伤无痛
uAPqXkLTygoHangPtzLQeK,"lián tǐ， bìng tǐ tiān shēng de huò shǒu shù shī xíng de tōng cháng jìn xíng xuè yè jiāo huàn de liǎng qì guān de lián hé， bǐ rú zài lián tǐ yīng de fā yù huò mǒu zhǒng jià jiē shǒu shù zhòng ;; The natural or surgical union of anatomical parts of two organisms, usually involving exchange of blood, as in the development of Siamese twins or in certain transplant operations.",,联体，并体天生的或手术施行的通常进行血液交换的两器官的联合，比如在连体婴的发育或某种嫁接手术中
qnAmY6UZR0N1Wr5isvOfAv,"tā yuán yǐn jiào shòu wù lǐ xué fāng miàn de yī xiē yùn dòng dìng lu:4 wèi lì， shuō míng dàng jì suàn jī yòng yú fǔ zhù jiào xué shí， xué sheng zài yòu nián jiù néng gòu lǐ jiě zhè xie dìng lu:4。 ;; He cites as an example the teaching of the laws of motion in physics, which he says are accessible at an early age when a computer is used to assist in the instruction.",,他援引教授物理学方面的一些运动定律为例，说明当计算机用于辅助教学时，学生在幼年就能够理解这些定律。
uwlHIWxLmf5gSAy4TjutRk,yàn zhèng xié yì de chéng xù， tā zòng yī gè jǐ dìng de chū shǐ zhuàng tài jī xiè dì chǎn shēng chū yī qiè kě yǐ dào dá de zhuàng tài， bìng qiě shěn chá měi yī zhuàng tài xià yòng hù dìng yì de tiáo jiàn de yǒu xiào xìng。 ;; A program for protocol verification which mechanically generates all states reachable from a given initial state and checks the validity of user defined conditions in each state.,,验证协议的程序，它从一个给定的初始状态机械地产生出一切可以到达的状态，并且审查每一状态下用户定义的条件的有效性。
